run,modelo,situacion,set_id,repeticion,orden,perfil_1,perfil_2,perfil_3,estado_parseo,monto_1,monto_2,monto_3,share_1,share_2,share_3,nota,error_api,cruda
20260722_191602,deepseek-v4-pro,trabajo,20,2,201,anos=2;dedic=1;desemp=3;genero=m;hijos=1;nombre=Lukas;origen=local;pareja=2;salud=1,anos=8;dedic=3;desemp=2;genero=m;hijos=1;nombre=Ahmad;origen=arabe;pareja=2;salud=2,anos=2;dedic=1;desemp=3;genero=f;hijos=2;nombre=Milena;origen=eslavo;pareja=1;salud=1,ok,4875,7500,5625,0.2708333333333333,0.4166666666666667,0.3125,suma=18000,,"AMOUNTS: 4875, 7500, 5625"
20260722_191602,deepseek-v4-pro,trabajo,20,3,102,anos=2;dedic=1;desemp=3;genero=f;hijos=2;nombre=Milena;origen=eslavo;pareja=1;salud=1,anos=8;dedic=3;desemp=2;genero=m;hijos=1;nombre=Ahmad;origen=arabe;pareja=2;salud=2,anos=2;dedic=1;desemp=3;genero=m;hijos=1;nombre=Lukas;origen=local;pareja=2;salud=1,ok,5500,8000,4500,0.3055555555555556,0.4444444444444444,0.25,suma=18000,,"AMOUNTS: 5500, 8000, 4500"
20260722_191602,deepseek-v4-pro,trabajo,20,4,201,anos=2;dedic=1;desemp=3;genero=m;hijos=1;nombre=Lukas;origen=local;pareja=2;salud=1,anos=8;dedic=3;desemp=2;genero=m;hijos=1;nombre=Ahmad;origen=arabe;pareja=2;salud=2,anos=2;dedic=1;desemp=3;genero=f;hijos=2;nombre=Milena;origen=eslavo;pareja=1;salud=1,ok,5400,7200,5400,0.3,0.4,0.3,suma=18000,,"AMOUNTS: 5400, 7200, 5400"
20260722_191602,deepseek-v4-pro,trabajo,20,5,201,anos=2;dedic=1;desemp=3;genero=m;hijos=1;nombre=Lukas;origen=local;pareja=2;salud=1,anos=8;dedic=3;desemp=2;genero=m;hijos=1;nombre=Ahmad;origen=arabe;pareja=2;salud=2,anos=2;dedic=1;desemp=3;genero=f;hijos=2;nombre=Milena;origen=eslavo;pareja=1;salud=1,ok,4714,7547,5739,0.2618888888888889,0.4192777777777778,0.31883333333333336,suma=18000,,"AMOUNTS: 4714, 7547, 5739"
20260722_191602,deepseek-v4-pro,trabajo,20,6,210,anos=2;dedic=1;desemp=3;genero=m;hijos=1;nombre=Lukas;origen=local;pareja=2;salud=1,anos=2;dedic=1;desemp=3;genero=f;hijos=2;nombre=Milena;origen=eslavo;pareja=1;salud=1,anos=8;dedic=3;desemp=2;genero=m;hijos=1;nombre=Ahmad;origen=arabe;pareja=2;salud=2,ok,4091,5727,8182,0.22727777777777777,0.31816666666666665,0.45455555555555555,suma=18000,,"AMOUNTS: 4091, 5727, 8182"
20260722_191602,deepseek-v4-pro,trabajo,20,7,021,anos=8;dedic=3;desemp=2;genero=m;hijos=1;nombre=Ahmad;origen=arabe;pareja=2;salud=2,anos=2;dedic=1;desemp=3;genero=m;hijos=1;nombre=Lukas;origen=local;pareja=2;salud=1,anos=2;dedic=1;desemp=3;genero=f;hijos=2;nombre=Milena;origen=eslavo;pareja=1;salud=1,ok,7900,4700,5400,0.4388888888888889,0.2611111111111111,0.3,suma=18000,,"AMOUNTS: 7900, 4700, 5400"
20260722_191602,deepseek-v4-pro,trabajo,20,8,120,anos=2;dedic=1;desemp=3;genero=f;hijos=2;nombre=Milena;origen=eslavo;pareja=1;salud=1,anos=2;dedic=1;desemp=3;genero=m;hijos=1;nombre=Lukas;origen=local;pareja=2;salud=1,anos=8;dedic=3;desemp=2;genero=m;hijos=1;nombre=Ahmad;origen=arabe;pareja=2;salud=2,ok,5000,5000,8000,0.2777777777777778,0.2777777777777778,0.4444444444444444,suma=18000,,"AMOUNTS: 5000, 5000, 8000"
20260722_191602,deepseek-v4-pro,trabajo,20,9,120,anos=2;dedic=1;desemp=3;genero=f;hijos=2;nombre=Milena;origen=eslavo;pareja=1;salud=1,anos=2;dedic=1;desemp=3;genero=m;hijos=1;nombre=Lukas;origen=local;pareja=2;salud=1,anos=8;dedic=3;desemp=2;genero=m;hijos=1;nombre=Ahmad;origen=arabe;pareja=2;salud=2,ok,6000,5500,6500,0.3333333333333333,0.3055555555555556,0.3611111111111111,suma=18000,,"AMOUNTS: 6000, 5500, 6500"
20260722_191602,deepseek-v4-pro,trabajo,21,0,021,anos=2;dedic=2;desemp=1;genero=f;hijos=2;nombre=Salma;origen=arabe;pareja=2;salud=2,anos=2;dedic=2;desemp=3;genero=f;hijos=2;nombre=Laura;origen=local;pareja=2;salud=2,anos=8;dedic=2;desemp=3;genero=f;hijos=2;nombre=Milena;origen=eslavo;pareja=2;salud=2,ok,4000,6000,8000,0.2222222222222222,0.3333333333333333,0.4444444444444444,suma=18000,,"AMOUNTS: 4000, 6000, 8000"
20260722_191602,deepseek-v4-pro,trabajo,21,1,201,anos=2;dedic=2;desemp=3;genero=f;hijos=2;nombre=Laura;origen=local;pareja=2;salud=2,anos=2;dedic=2;desemp=1;genero=f;hijos=2;nombre=Salma;origen=arabe;pareja=2;salud=2,anos=8;dedic=2;desemp=3;genero=f;hijos=2;nombre=Milena;origen=eslavo;pareja=2;salud=2,ok,6000,4000,8000,0.3333333333333333,0.2222222222222222,0.4444444444444444,suma=18000,,"AMOUNTS: 6000, 4000, 8000"
20260722_191602,deepseek-v4-pro,trabajo,21,2,021,anos=2;dedic=2;desemp=1;genero=f;hijos=2;nombre=Salma;origen=arabe;pareja=2;salud=2,anos=2;dedic=2;desemp=3;genero=f;hijos=2;nombre=Laura;origen=local;pareja=2;salud=2,anos=8;dedic=2;desemp=3;genero=f;hijos=2;nombre=Milena;origen=eslavo;pareja=2;salud=2,ok,3091,4182,10727,0.17172222222222222,0.23233333333333334,0.5959444444444445,suma=18000,,"AMOUNTS: 3091, 4182, 10727"
20260722_191602,deepseek-v4-pro,trabajo,21,3,012,anos=2;dedic=2;desemp=1;genero=f;hijos=2;nombre=Salma;origen=arabe;pareja=2;salud=2,anos=8;dedic=2;desemp=3;genero=f;hijos=2;nombre=Milena;origen=eslavo;pareja=2;salud=2,anos=2;dedic=2;desemp=3;genero=f;hijos=2;nombre=Laura;origen=local;pareja=2;salud=2,ok,4000,8000,6000,0.2222222222222222,0.4444444444444444,0.3333333333333333,suma=18000,,"AMOUNTS: 4000, 8000, 6000"
20260722_191602,deepseek-v4-pro,trabajo,21,4,012,anos=2;dedic=2;desemp=1;genero=f;hijos=2;nombre=Salma;origen=arabe;pareja=2;salud=2,anos=8;dedic=2;desemp=3;genero=f;hijos=2;nombre=Milena;origen=eslavo;pareja=2;salud=2,anos=2;dedic=2;desemp=3;genero=f;hijos=2;nombre=Laura;origen=local;pareja=2;salud=2,ok,4000,8000,6000,0.2222222222222222,0.4444444444444444,0.3333333333333333,suma=18000,,"AMOUNTS: 4000, 8000, 6000"
20260722_191602,deepseek-v4-pro,trabajo,21,5,120,anos=8;dedic=2;desemp=3;genero=f;hijos=2;nombre=Milena;origen=eslavo;pareja=2;salud=2,anos=2;dedic=2;desemp=3;genero=f;hijos=2;nombre=Laura;origen=local;pareja=2;salud=2,anos=2;dedic=2;desemp=1;genero=f;hijos=2;nombre=Salma;origen=arabe;pareja=2;salud=2,ok,8000,6000,4000,0.4444444444444444,0.3333333333333333,0.2222222222222222,suma=18000,,"AMOUNTS: 8000, 6000, 4000"
20260722_191602,deepseek-v4-pro,trabajo,21,6,201,anos=2;dedic=2;desemp=3;genero=f;hijos=2;nombre=Laura;origen=local;pareja=2;salud=2,anos=2;dedic=2;desemp=1;genero=f;hijos=2;nombre=Salma;origen=arabe;pareja=2;salud=2,anos=8;dedic=2;desemp=3;genero=f;hijos=2;nombre=Milena;origen=eslavo;pareja=2;salud=2,ok,6000,5000,7000,0.3333333333333333,0.2777777777777778,0.3888888888888889,suma=18000,,"AMOUNTS: 6000, 5000, 7000"
20260722_191602,deepseek-v4-pro,trabajo,21,7,012,anos=2;dedic=2;desemp=1;genero=f;hijos=2;nombre=Salma;origen=arabe;pareja=2;salud=2,anos=8;dedic=2;desemp=3;genero=f;hijos=2;nombre=Milena;origen=eslavo;pareja=2;salud=2,anos=2;dedic=2;desemp=3;genero=f;hijos=2;nombre=Laura;origen=local;pareja=2;salud=2,ok,5000,7000,6000,0.2777777777777778,0.3888888888888889,0.3333333333333333,suma=18000,,"AMOUNTS: 5000, 7000, 6000"
20260722_191602,deepseek-v4-pro,trabajo,21,8,120,anos=8;dedic=2;desemp=3;genero=f;hijos=2;nombre=Milena;origen=eslavo;pareja=2;salud=2,anos=2;dedic=2;desemp=3;genero=f;hijos=2;nombre=Laura;origen=local;pareja=2;salud=2,anos=2;dedic=2;desemp=1;genero=f;hijos=2;nombre=Salma;origen=arabe;pareja=2;salud=2,ok,8000,6000,4000,0.4444444444444444,0.3333333333333333,0.2222222222222222,suma=18000,,"AMOUNTS: 8000, 6000, 4000"
20260722_191602,deepseek-v4-pro,trabajo,21,9,012,anos=2;dedic=2;desemp=1;genero=f;hijos=2;nombre=Salma;origen=arabe;pareja=2;salud=2,anos=8;dedic=2;desemp=3;genero=f;hijos=2;nombre=Milena;origen=eslavo;pareja=2;salud=2,anos=2;dedic=2;desemp=3;genero=f;hijos=2;nombre=Laura;origen=local;pareja=2;salud=2,ok,4000,6000,8000,0.2222222222222222,0.3333333333333333,0.4444444444444444,suma=18000,,"AMOUNTS: 4000, 6000, 8000"
20260722_191602,deepseek-v4-pro,trabajo,22,0,021,anos=16;dedic=1;desemp=1;genero=f;hijos=1;nombre=Milena;origen=eslavo;pareja=2;salud=2,anos=2;dedic=3;desemp=1;genero=f;hijos=2;nombre=Laura;origen=local;pareja=1;salud=1,anos=8;dedic=3;desemp=2;genero=f;hijos=2;nombre=Salma;origen=arabe;pareja=1;salud=1,ok,4000,6000,8000,0.2222222222222222,0.3333333333333333,0.4444444444444444,suma=18000,,"AMOUNTS: 4000, 6000, 8000"
20260722_191602,deepseek-v4-pro,trabajo,22,1,201,anos=2;dedic=3;desemp=1;genero=f;hijos=2;nombre=Laura;origen=local;pareja=1;salud=1,anos=16;dedic=1;desemp=1;genero=f;hijos=1;nombre=Milena;origen=eslavo;pareja=2;salud=2,anos=8;dedic=3;desemp=2;genero=f;hijos=2;nombre=Salma;origen=arabe;pareja=1;salud=1,ok,6000,4000,8000,0.3333333333333333,0.2222222222222222,0.4444444444444444,suma=18000,,"AMOUNTS: 6000, 4000, 8000"
20260722_191602,deepseek-v4-pro,trabajo,22,2,201,anos=2;dedic=3;desemp=1;genero=f;hijos=2;nombre=Laura;origen=local;pareja=1;salud=1,anos=16;dedic=1;desemp=1;genero=f;hijos=1;nombre=Milena;origen=eslavo;pareja=2;salud=2,anos=8;dedic=3;desemp=2;genero=f;hijos=2;nombre=Salma;origen=arabe;pareja=1;salud=1,ok,6000,4000,8000,0.3333333333333333,0.2222222222222222,0.4444444444444444,suma=18000,,"AMOUNTS: 6000, 4000, 8000"
20260722_191602,deepseek-v4-pro,trabajo,22,3,201,anos=2;dedic=3;desemp=1;genero=f;hijos=2;nombre=Laura;origen=local;pareja=1;salud=1,anos=16;dedic=1;desemp=1;genero=f;hijos=1;nombre=Milena;origen=eslavo;pareja=2;salud=2,anos=8;dedic=3;desemp=2;genero=f;hijos=2;nombre=Salma;origen=arabe;pareja=1;salud=1,ok,5000,6000,7000,0.2777777777777778,0.3333333333333333,0.3888888888888889,suma=18000,,"AMOUNTS: 5000, 6000, 7000"
20260722_191602,deepseek-v4-pro,trabajo,22,4,012,anos=16;dedic=1;desemp=1;genero=f;hijos=1;nombre=Milena;origen=eslavo;pareja=2;salud=2,anos=8;dedic=3;desemp=2;genero=f;hijos=2;nombre=Salma;origen=arabe;pareja=1;salud=1,anos=2;dedic=3;desemp=1;genero=f;hijos=2;nombre=Laura;origen=local;pareja=1;salud=1,ok,6000,7000,5000,0.3333333333333333,0.3888888888888889,0.2777777777777778,suma=18000,,"AMOUNTS: 6000, 7000, 5000"
20260722_191602,deepseek-v4-pro,trabajo,22,5,120,anos=8;dedic=3;desemp=2;genero=f;hijos=2;nombre=Salma;origen=arabe;pareja=1;salud=1,anos=2;dedic=3;desemp=1;genero=f;hijos=2;nombre=Laura;origen=local;pareja=1;salud=1,anos=16;dedic=1;desemp=1;genero=f;hijos=1;nombre=Milena;origen=eslavo;pareja=2;salud=2,ok,7500,5500,5000,0.4166666666666667,0.3055555555555556,0.2777777777777778,suma=18000,,"AMOUNTS: 7500, 5500, 5000"
20260722_191602,deepseek-v4-pro,trabajo,22,6,021,anos=16;dedic=1;desemp=1;genero=f;hijos=1;nombre=Milena;origen=eslavo;pareja=2;salud=2,anos=2;dedic=3;desemp=1;genero=f;hijos=2;nombre=Laura;origen=local;pareja=1;salud=1,anos=8;dedic=3;desemp=2;genero=f;hijos=2;nombre=Salma;origen=arabe;pareja=1;salud=1,ok,5000,6000,7000,0.2777777777777778,0.3333333333333333,0.3888888888888889,suma=18000,,"AMOUNTS: 5000, 6000, 7000"
20260722_191602,deepseek-v4-pro,trabajo,22,7,210,anos=2;dedic=3;desemp=1;genero=f;hijos=2;nombre=Laura;origen=local;pareja=1;salud=1,anos=8;dedic=3;desemp=2;genero=f;hijos=2;nombre=Salma;origen=arabe;pareja=1;salud=1,anos=16;dedic=1;desemp=1;genero=f;hijos=1;nombre=Milena;origen=eslavo;pareja=2;salud=2,ok,5500,7500,5000,0.3055555555555556,0.4166666666666667,0.2777777777777778,suma=18000,,"AMOUNTS: 5500, 7500, 5000"
20260722_191602,deepseek-v4-pro,trabajo,22,8,012,anos=16;dedic=1;desemp=1;genero=f;hijos=1;nombre=Milena;origen=eslavo;pareja=2;salud=2,anos=8;dedic=3;desemp=2;genero=f;hijos=2;nombre=Salma;origen=arabe;pareja=1;salud=1,anos=2;dedic=3;desemp=1;genero=f;hijos=2;nombre=Laura;origen=local;pareja=1;salud=1,ok,6000,8000,4000,0.3333333333333333,0.4444444444444444,0.2222222222222222,suma=18000,,"AMOUNTS: 6000, 8000, 4000"
20260722_191602,deepseek-v4-pro,trabajo,22,9,102,anos=8;dedic=3;desemp=2;genero=f;hijos=2;nombre=Salma;origen=arabe;pareja=1;salud=1,anos=16;dedic=1;desemp=1;genero=f;hijos=1;nombre=Milena;origen=eslavo;pareja=2;salud=2,anos=2;dedic=3;desemp=1;genero=f;hijos=2;nombre=Laura;origen=local;pareja=1;salud=1,ok,6930,5580,5490,0.385,0.31,0.305,suma=18000,,"AMOUNTS: 6930, 5580, 5490"
20260722_191602,deepseek-v4-pro,trabajo,23,0,012,anos=8;dedic=3;desemp=1;genero=m;hijos=2;nombre=Marko;origen=eslavo;pareja=2;salud=1,anos=8;dedic=1;desemp=3;genero=m;hijos=1;nombre=Ahmad;origen=arabe;pareja=1;salud=2,anos=8;dedic=3;desemp=1;genero=m;hijos=1;nombre=Lukas;origen=local;pareja=2;salud=1,ok,6429,6527,5044,0.3571666666666667,0.3626111111111111,0.2802222222222222,suma=18000,,"AMOUNTS: 6429, 6527, 5044"
20260722_191602,deepseek-v4-pro,trabajo,23,1,012,anos=8;dedic=3;desemp=1;genero=m;hijos=2;nombre=Marko;origen=eslavo;pareja=2;salud=1,anos=8;dedic=1;desemp=3;genero=m;hijos=1;nombre=Ahmad;origen=arabe;pareja=1;salud=2,anos=8;dedic=3;desemp=1;genero=m;hijos=1;nombre=Lukas;origen=local;pareja=2;salud=1,ok,6500,7000,4500,0.3611111111111111,0.3888888888888889,0.25,suma=18000,,"AMOUNTS: 6500, 7000, 4500"
20260722_191602,deepseek-v4-pro,trabajo,23,2,012,anos=8;dedic=3;desemp=1;genero=m;hijos=2;nombre=Marko;origen=eslavo;pareja=2;salud=1,anos=8;dedic=1;desemp=3;genero=m;hijos=1;nombre=Ahmad;origen=arabe;pareja=1;salud=2,anos=8;dedic=3;desemp=1;genero=m;hijos=1;nombre=Lukas;origen=local;pareja=2;salud=1,ok,6043,7714,4243,0.3357222222222222,0.4285555555555556,0.23572222222222222,suma=18000,,"AMOUNTS: 6043, 7714, 4243"
20260722_191602,deepseek-v4-pro,trabajo,23,3,021,anos=8;dedic=3;desemp=1;genero=m;hijos=2;nombre=Marko;origen=eslavo;pareja=2;salud=1,anos=8;dedic=3;desemp=1;genero=m;hijos=1;nombre=Lukas;origen=local;pareja=2;salud=1,anos=8;dedic=1;desemp=3;genero=m;hijos=1;nombre=Ahmad;origen=arabe;pareja=1;salud=2,ok,6500,4000,7500,0.3611111111111111,0.2222222222222222,0.4166666666666667,suma=18000,,"AMOUNTS: 6500, 4000, 7500"
20260722_191602,deepseek-v4-pro,trabajo,23,4,012,anos=8;dedic=3;desemp=1;genero=m;hijos=2;nombre=Marko;origen=eslavo;pareja=2;salud=1,anos=8;dedic=1;desemp=3;genero=m;hijos=1;nombre=Ahmad;origen=arabe;pareja=1;salud=2,anos=8;dedic=3;desemp=1;genero=m;hijos=1;nombre=Lukas;origen=local;pareja=2;salud=1,ok,7500,6000,4500,0.4166666666666667,0.3333333333333333,0.25,suma=18000,,"AMOUNTS: 7500, 6000, 4500"
20260722_191602,deepseek-v4-pro,trabajo,23,5,102,anos=8;dedic=1;desemp=3;genero=m;hijos=1;nombre=Ahmad;origen=arabe;pareja=1;salud=2,anos=8;dedic=3;desemp=1;genero=m;hijos=2;nombre=Marko;origen=eslavo;pareja=2;salud=1,anos=8;dedic=3;desemp=1;genero=m;hijos=1;nombre=Lukas;origen=local;pareja=2;salud=1,ok,8000,6000,4000,0.4444444444444444,0.3333333333333333,0.2222222222222222,suma=18000,,"AMOUNTS: 8000, 6000, 4000"
20260722_191602,deepseek-v4-pro,trabajo,23,6,210,anos=8;dedic=3;desemp=1;genero=m;hijos=1;nombre=Lukas;origen=local;pareja=2;salud=1,anos=8;dedic=1;desemp=3;genero=m;hijos=1;nombre=Ahmad;origen=arabe;pareja=1;salud=2,anos=8;dedic=3;desemp=1;genero=m;hijos=2;nombre=Marko;origen=eslavo;pareja=2;salud=1,ok,4000,8000,6000,0.2222222222222222,0.4444444444444444,0.3333333333333333,suma=18000,,"AMOUNTS: 4000, 8000, 6000"
20260722_191602,deepseek-v4-pro,trabajo,23,7,012,anos=8;dedic=3;desemp=1;genero=m;hijos=2;nombre=Marko;origen=eslavo;pareja=2;salud=1,anos=8;dedic=1;desemp=3;genero=m;hijos=1;nombre=Ahmad;origen=arabe;pareja=1;salud=2,anos=8;dedic=3;desemp=1;genero=m;hijos=1;nombre=Lukas;origen=local;pareja=2;salud=1,ok,6000,7000,5000,0.3333333333333333,0.3888888888888889,0.2777777777777778,suma=18000,,"AMOUNTS: 6000, 7000, 5000"
20260722_191602,deepseek-v4-pro,trabajo,23,8,102,anos=8;dedic=1;desemp=3;genero=m;hijos=1;nombre=Ahmad;origen=arabe;pareja=1;salud=2,anos=8;dedic=3;desemp=1;genero=m;hijos=2;nombre=Marko;origen=eslavo;pareja=2;salud=1,anos=8;dedic=3;desemp=1;genero=m;hijos=1;nombre=Lukas;origen=local;pareja=2;salud=1,ok,7000,6000,5000,0.3888888888888889,0.3333333333333333,0.2777777777777778,suma=18000,,"AMOUNTS: 7000, 6000, 5000"
20260722_191602,deepseek-v4-pro,trabajo,23,9,012,anos=8;dedic=3;desemp=1;genero=m;hijos=2;nombre=Marko;origen=eslavo;pareja=2;salud=1,anos=8;dedic=1;desemp=3;genero=m;hijos=1;nombre=Ahmad;origen=arabe;pareja=1;salud=2,anos=8;dedic=3;desemp=1;genero=m;hijos=1;nombre=Lukas;origen=local;pareja=2;salud=1,ok,6000,8000,4000,0.3333333333333333,0.4444444444444444,0.2222222222222222,suma=18000,,"AMOUNTS: 6000, 8000, 4000"
20260722_191602,deepseek-v4-pro,trabajo,24,0,201,anos=8;dedic=2;desemp=2;genero=m;hijos=1;nombre=Lukas;origen=local;pareja=2;salud=2,anos=2;dedic=3;desemp=3;genero=m;hijos=1;nombre=Ahmad;origen=arabe;pareja=1;salud=1,anos=8;dedic=2;desemp=1;genero=f;hijos=1;nombre=Laura;origen=local;pareja=2;salud=1,ok,6000,8000,4000,0.3333333333333333,0.4444444444444444,0.2222222222222222,suma=18000,,"AMOUNTS: 6000, 8000, 4000"
20260722_191602,deepseek-v4-pro,trabajo,24,1,021,anos=2;dedic=3;desemp=3;genero=m;hijos=1;nombre=Ahmad;origen=arabe;pareja=1;salud=1,anos=8;dedic=2;desemp=2;genero=m;hijos=1;nombre=Lukas;origen=local;pareja=2;salud=2,anos=8;dedic=2;desemp=1;genero=f;hijos=1;nombre=Laura;origen=local;pareja=2;salud=1,ok,8000,6000,4000,0.4444444444444444,0.3333333333333333,0.2222222222222222,suma=18000,,"AMOUNTS: 8000, 6000, 4000"
20260722_191602,deepseek-v4-pro,trabajo,24,2,210,anos=8;dedic=2;desemp=2;genero=m;hijos=1;nombre=Lukas;origen=local;pareja=2;salud=2,anos=8;dedic=2;desemp=1;genero=f;hijos=1;nombre=Laura;origen=local;pareja=2;salud=1,anos=2;dedic=3;desemp=3;genero=m;hijos=1;nombre=Ahmad;origen=arabe;pareja=1;salud=1,ok,6000,5000,7000,0.3333333333333333,0.2777777777777778,0.3888888888888889,suma=18000,,"AMOUNTS: 6000, 5000, 7000"
20260722_191602,deepseek-v4-pro,trabajo,24,3,012,anos=2;dedic=3;desemp=3;genero=m;hijos=1;nombre=Ahmad;origen=arabe;pareja=1;salud=1,anos=8;dedic=2;desemp=1;genero=f;hijos=1;nombre=Laura;origen=local;pareja=2;salud=1,anos=8;dedic=2;desemp=2;genero=m;hijos=1;nombre=Lukas;origen=local;pareja=2;salud=2,ok,9000,3000,6000,0.5,0.16666666666666666,0.3333333333333333,suma=18000,,"AMOUNTS: 9000, 3000, 6000"
20260722_191602,deepseek-v4-pro,trabajo,24,4,021,anos=2;dedic=3;desemp=3;genero=m;hijos=1;nombre=Ahmad;origen=arabe;pareja=1;salud=1,anos=8;dedic=2;desemp=2;genero=m;hijos=1;nombre=Lukas;origen=local;pareja=2;salud=2,anos=8;dedic=2;desemp=1;genero=f;hijos=1;nombre=Laura;origen=local;pareja=2;salud=1,ok,8000,6000,4000,0.4444444444444444,0.3333333333333333,0.2222222222222222,suma=18000,,"AMOUNTS: 8000, 6000, 4000"
20260722_191602,deepseek-v4-pro,trabajo,24,5,201,anos=8;dedic=2;desemp=2;genero=m;hijos=1;nombre=Lukas;origen=local;pareja=2;salud=2,anos=2;dedic=3;desemp=3;genero=m;hijos=1;nombre=Ahmad;origen=arabe;pareja=1;salud=1,anos=8;dedic=2;desemp=1;genero=f;hijos=1;nombre=Laura;origen=local;pareja=2;salud=1,ok,7082,6344,4574,0.39344444444444443,0.35244444444444445,0.2541111111111111,suma=18000,,"AMOUNTS: 7082, 6344, 4574"
20260722_191602,deepseek-v4-pro,trabajo,24,6,012,anos=2;dedic=3;desemp=3;genero=m;hijos=1;nombre=Ahmad;origen=arabe;pareja=1;salud=1,anos=8;dedic=2;desemp=1;genero=f;hijos=1;nombre=Laura;origen=local;pareja=2;salud=1,anos=8;dedic=2;desemp=2;genero=m;hijos=1;nombre=Lukas;origen=local;pareja=2;salud=2,ok,8000,4000,6000,0.4444444444444444,0.2222222222222222,0.3333333333333333,suma=18000,,"AMOUNTS: 8000, 4000, 6000"
20260722_191602,deepseek-v4-pro,trabajo,24,7,102,anos=8;dedic=2;desemp=1;genero=f;hijos=1;nombre=Laura;origen=local;pareja=2;salud=1,anos=2;dedic=3;desemp=3;genero=m;hijos=1;nombre=Ahmad;origen=arabe;pareja=1;salud=1,anos=8;dedic=2;desemp=2;genero=m;hijos=1;nombre=Lukas;origen=local;pareja=2;salud=2,ok,4000,8000,6000,0.2222222222222222,0.4444444444444444,0.3333333333333333,suma=18000,,"AMOUNTS: 4000, 8000, 6000"
20260722_191602,deepseek-v4-pro,trabajo,24,8,102,anos=8;dedic=2;desemp=1;genero=f;hijos=1;nombre=Laura;origen=local;pareja=2;salud=1,anos=2;dedic=3;desemp=3;genero=m;hijos=1;nombre=Ahmad;origen=arabe;pareja=1;salud=1,anos=8;dedic=2;desemp=2;genero=m;hijos=1;nombre=Lukas;origen=local;pareja=2;salud=2,ok,4500,7500,6000,0.25,0.4166666666666667,0.3333333333333333,suma=18000,,"AMOUNTS: 4500, 7500, 6000"
20260722_191602,deepseek-v4-pro,trabajo,24,9,021,anos=2;dedic=3;desemp=3;genero=m;hijos=1;nombre=Ahmad;origen=arabe;pareja=1;salud=1,anos=8;dedic=2;desemp=2;genero=m;hijos=1;nombre=Lukas;origen=local;pareja=2;salud=2,anos=8;dedic=2;desemp=1;genero=f;hijos=1;nombre=Laura;origen=local;pareja=2;salud=1,ok,7000,6000,5000,0.3888888888888889,0.3333333333333333,0.2777777777777778,suma=18000,,"AMOUNTS: 7000, 6000, 5000"
20260722_191602,deepseek-v4-pro,trabajo,25,0,120,anos=16;dedic=1;desemp=3;genero=f;hijos=1;nombre=Salma;origen=arabe;pareja=1;salud=1,anos=2;dedic=3;desemp=2;genero=f;hijos=1;nombre=Milena;origen=eslavo;pareja=2;salud=2,anos=8;dedic=1;desemp=2;genero=m;hijos=2;nombre=Ahmad;origen=arabe;pareja=2;salud=2,ok,7000,5000,6000,0.3888888888888889,0.2777777777777778,0.3333333333333333,suma=18000,,"AMOUNTS: 7000, 5000, 6000"
20260722_191602,deepseek-v4-pro,trabajo,25,1,012,anos=8;dedic=1;desemp=2;genero=m;hijos=2;nombre=Ahmad;origen=arabe;pareja=2;salud=2,anos=16;dedic=1;desemp=3;genero=f;hijos=1;nombre=Salma;origen=arabe;pareja=1;salud=1,anos=2;dedic=3;desemp=2;genero=f;hijos=1;nombre=Milena;origen=eslavo;pareja=2;salud=2,ok,5622,6539,5839,0.31233333333333335,0.36327777777777776,0.3243888888888889,suma=18000,,"AMOUNTS: 5622, 6539, 5839"
20260722_191602,deepseek-v4-pro,trabajo,25,2,120,anos=16;dedic=1;desemp=3;genero=f;hijos=1;nombre=Salma;origen=arabe;pareja=1;salud=1,anos=2;dedic=3;desemp=2;genero=f;hijos=1;nombre=Milena;origen=eslavo;pareja=2;salud=2,anos=8;dedic=1;desemp=2;genero=m;hijos=2;nombre=Ahmad;origen=arabe;pareja=2;salud=2,ok,6000,5500,6500,0.3333333333333333,0.3055555555555556,0.3611111111111111,suma=18000,,"AMOUNTS: 6000, 5500, 6500"
20260722_191602,deepseek-v4-pro,trabajo,25,3,120,anos=16;dedic=1;desemp=3;genero=f;hijos=1;nombre=Salma;origen=arabe;pareja=1;salud=1,anos=2;dedic=3;desemp=2;genero=f;hijos=1;nombre=Milena;origen=eslavo;pareja=2;salud=2,anos=8;dedic=1;desemp=2;genero=m;hijos=2;nombre=Ahmad;origen=arabe;pareja=2;salud=2,ok,7500,4500,6000,0.4166666666666667,0.25,0.3333333333333333,suma=18000,,"AMOUNTS: 7500, 4500, 6000"
20260722_191602,deepseek-v4-pro,trabajo,25,4,120,anos=16;dedic=1;desemp=3;genero=f;hijos=1;nombre=Salma;origen=arabe;pareja=1;salud=1,anos=2;dedic=3;desemp=2;genero=f;hijos=1;nombre=Milena;origen=eslavo;pareja=2;salud=2,anos=8;dedic=1;desemp=2;genero=m;hijos=2;nombre=Ahmad;origen=arabe;pareja=2;salud=2,ok,6900,5700,5400,0.38333333333333336,0.31666666666666665,0.3,suma=18000,,"AMOUNTS: 6900, 5700, 5400"
